date,open,high,low,close,volume,exchange_rate_open,exchange_rate_high,exchange_rate_low,exchange_rate_close,exchange_rate_volume,moving_average_close,rsi,adx,macd,macd_signal,macd_hist
2020-11-04 12:00:00,0.1709,0.1714,0.14198,0.15666,15465672.1,,,,,,,,,,,
2020-11-04 16:00:00,0.15548,0.1625,0.1505,0.15194,2546510.5,-0.09022820362785244,-0.05192532088681445,0.06000845189463311,-0.03012894165709179,-0.8353443365710567,,,,,,
2020-11-04 20:00:00,0.15188,0.15219,0.14225,0.145,3028033.8000000007,-0.02315410342166213,-0.06344615384615393,-0.05481727574750839,-0.04567592470712123,0.18909142530533485,,,,,,
2020-11-05 00:00:00,0.14523,0.14677,0.1333,0.1333099999999999,3956417.5,-0.043784566763234056,-0.03561337801432407,-0.0629173989455184,-0.080620689655173,0.30659621434872997,,,,,,
2020-11-05 04:00:00,0.13332,0.145,0.1262,0.14407,4883663.2,-0.08200784961784757,-0.012059685221775696,-0.05326331582895716,0.0807141249718708,0.2343649779124677,,,,,,
2020-11-05 08:00:00,0.14495,0.148,0.127,0.1318,5273579.0,0.08723372337233726,0.020689655172413834,0.006339144215530945,-0.08516693274102871,0.07984084569959693,,,,,,
2020-11-05 12:00:00,0.13158,0.15,0.13055,0.14002,4487723.0,-0.09223870300103476,0.013513513513513598,0.027952755905511717,0.06236722306525033,-0.14901758369410978,,,,,,
2020-11-05 16:00:00,0.14003,0.15,0.1355,0.13692,1553558.6,0.06421948624410989,0.0,0.03791650708540795,-0.022139694329381676,-0.6538203004062416,,,,,,
2020-11-05 20:00:00,0.135,0.13997,0.12384,0.1272,3401835.3000000007,-0.035920874098407385,-0.06686666666666652,-0.08605166051660518,-0.07099035933391751,1.1897051710827005,,,,,,
2020-11-06 00:00:00,0.1272,0.13903,0.12457,0.12614,3025956.9,-0.05777777777777782,-0.006715724798171174,0.005894702842377253,-0.008333333333333415,-0.11049282721006537,,,,,,
2020-11-06 04:00:00,0.12615,0.13333,0.121,0.1319,3362944.2,-0.008254716981132004,-0.040998345680788195,-0.028658585534237835,0.04566354843824305,0.11136553200741228,,,,,,
2020-11-06 08:00:00,0.13247,0.1487,0.13116,0.13778,2944830.100000001,0.05009908838684107,0.11527788194704858,0.08396694214876033,0.0445792266868843,-0.124329776271637,,,,,,
2020-11-06 12:00:00,0.13777,0.15029,0.13597,0.13805,2247395.5,0.04000905865478965,0.010692669804976518,0.0366727660872217,0.0019596458121642346,-0.23683356129781508,,,,,,
2020-11-06 16:00:00,0.13805,0.148,0.13747,0.14313,674550.4,0.0020323727952384907,-0.01523720806440887,0.011031845259983797,0.03679826149945664,-0.6998523846826248,,,,,,
2020-11-06 20:00:00,0.14279,0.1643,0.13999,0.16135,1801828.2,0.0343353857298081,0.11013513513513518,0.018331272277587907,0.12729686299168574,1.6711542977366851,,62.65613840796819,,,,
2020-11-07 00:00:00,0.16135,0.16985,0.1455,0.16413,1638720.2000000004,0.12998109111282297,0.033779671332927474,0.03935995428244876,0.017229625038735596,-0.0905236137385349,,64.2588446195918,,,,
2020-11-07 04:00:00,0.16371,0.16858,0.14924,0.1587,2496431.1,0.014626588162379939,-0.007477185752134186,0.025704467353951932,-0.033083531347102846,0.5234028969680116,,58.93812102229812,,,,
2020-11-07 08:00:00,0.1580099999999999,0.16398,0.144,0.1467,1502875.5,-0.03481766538391118,-0.027286748131451044,-0.035111230233181634,-0.0756143667296787,-0.39799039516852686,,49.23562746865115,,,,
2020-11-07 12:00:00,0.148,0.14925,0.13418,0.1343,1075957.0,-0.06335042085943876,-0.08982802780826926,-0.06819444444444445,-0.08452624403544651,-0.2840677754078764,,41.61245808288239,,,,
2020-11-07 16:00:00,0.13422,0.14319,0.13418,0.14253,419468.6,-0.09310810810810799,-0.04060301507537678,0.0,0.06128071481757247,-0.610143713921653,,47.43020964344287,,,,
2020-11-07 20:00:00,0.14194,0.16275,0.13844,0.15319,1387157.7000000002,0.057517508568022624,0.13660171799706688,0.03174839767476545,0.07479127201290958,2.30694049566523,,53.84517273559473,,,,
2020-11-08 00:00:00,0.15454,0.1968,0.15111,0.1807,3164731.3,0.08876990277582086,0.20921658986175107,0.09151979196763937,0.17958091259220588,1.2814502633694782,,65.53391817885881,,,,
2020-11-08 04:00:00,0.18,0.20399,0.16901,0.18963,6238787.0,0.16474699107027302,0.036534552845528534,0.1184567533584806,0.04941892639734369,0.9713480888567065,,68.33707476293418,,,,
2020-11-08 08:00:00,0.19085,0.218,0.18991,0.1982,7549510.4,0.060277777777777874,0.06867983724692395,0.12366132181527711,0.04519327110689231,0.21009266705210483,,70.79217228539018,,,,
2020-11-08 12:00:00,0.1982,0.23454,0.19359,0.21808,5587373.6000000015,0.03851192035630069,0.0758715596330275,0.01937759991574972,0.10030272452068623,-0.2599025229503623,,75.53176110331597,,,,
2020-11-08 16:00:00,0.21944,0.242,0.204,0.21664,4180462.8,0.10716448032290615,0.0318069412466957,0.05377343871067697,-0.006603081438004366,-0.25180181257254775,,74.58761560376003,,,,
2020-11-08 20:00:00,0.21664,0.22505,0.19638,0.21995,3566872.1,-0.012759752096245025,-0.07004132231404958,-0.03735294117647048,0.015278803545051733,-0.14677578281524228,,75.35034476482973,,,,
2020-11-09 00:00:00,0.21999,0.28486,0.20557,0.266,7065722.4,0.015463441654357313,0.26576316374139086,0.046797026173744705,0.20936576494657877,0.980929565711089,,82.99657862220641,30.189309721953162,,,
2020-11-09 04:00:00,0.26593,0.30307,0.24584,0.283,8391490.7,0.2088276739851811,0.06392613915607659,0.19589434255971194,0.06390977443609014,0.18763379382127998,,84.86327091954429,33.05568166846628,,,
