date,open,high,low,close,volume,exchange_rate_open,exchange_rate_high,exchange_rate_low,exchange_rate_close,exchange_rate_volume,moving_average_close,rsi,adx,macd,macd_signal,macd_hist
2019-01-01 00:00:00,0.3464,0.35368,0.34617,0.35073,5565085.0,,,,,,,,,,,
2019-01-01 04:00:00,0.35067,0.3565,0.35056,0.35181,5652320.0,0.012326789838337238,0.007973309206061874,0.012681630412803013,0.003079291762894565,0.01567541196585487,,,,,,
2019-01-01 08:00:00,0.3518,0.3545,0.35,0.35025,4776991.7,0.003222402828870541,-0.005610098176718092,-0.0015974440894568342,-0.004434211648332909,-0.15486177357262143,,,,,,
2019-01-01 12:00:00,0.35025,0.35185,0.34661,0.34807,5671929.1000000015,-0.004405912450255789,-0.007475317348377919,-0.009685714285714297,-0.006224125624553989,0.18734330227117657,,,,,,
2019-01-01 16:00:00,0.34817,0.35837,0.34792,0.35507,11146915.9,-0.005938615274803771,0.01853062384538884,0.003779463950838169,0.02011089723331505,0.965277721824837,,,,,,
2019-01-01 20:00:00,0.3552,0.36243,0.35425,0.35768,11289225.8,0.020191285866099973,0.011329073304126913,0.01819383766383087,0.007350663249500178,0.012766751025725442,,,,,,
2019-01-02 00:00:00,0.35781,0.35893,0.3545,0.35497,3835251.5,0.007347972972973071,-0.009657037220980436,0.0007057163020465218,-0.007576604786401209,-0.6602732934972388,,,,,,
2019-01-02 04:00:00,0.35496,0.36198,0.3535,0.3609,11438871.6,-0.007965121153684973,0.008497478617000453,-0.0028208744710860323,0.016705637096092518,1.9825610132738363,,,,,,
2019-01-02 08:00:00,0.3609,0.36639,0.35971,0.36278,13449703.7,0.016734279918864114,0.01218299353555441,0.017567185289957488,0.0052091992241618534,0.17578937593809507,,,,,,
2019-01-02 12:00:00,0.36296,0.373,0.36018,0.37047,19613315.8,0.005707952341368783,0.018040885395343764,0.0013066081009702746,0.02119741992392088,0.4582712182722659,,,,,,
2019-01-02 16:00:00,0.37039,0.37353,0.36615,0.37292,13467514.7,0.02047057527000229,0.0014209115281500484,0.016575045810428124,0.00661322104353923,-0.3133483987444897,,,,,,
2019-01-02 20:00:00,0.37278,0.3745,0.36185,0.36371,16787872.7,0.006452658009125534,0.0025968463041792234,-0.011743820838454155,-0.024696985948728933,0.24654571195678732,,,,,,
2019-01-03 00:00:00,0.36373,0.36587,0.3615,0.36292,5959824.699999998,-0.024277053489994094,-0.02304405874499338,-0.0009672516236010065,-0.002172060157817901,-0.6449922627778801,,,,,,
2019-01-03 04:00:00,0.363,0.3645,0.35551,0.35786,10627357.1,-0.002006983201825574,-0.0037444994123595476,-0.016569847856154896,-0.013942466659318864,0.7831660552029329,,,,,,
2019-01-03 08:00:00,0.35769,0.35968,0.35465,0.35708,7951136.699999998,-0.014628099173553677,-0.013223593964334701,-0.0024190599420550463,-0.0021796233163806633,-0.25182370130387366,,50.47006808804761,,,,
